,name,party,state,thomas_id,bioguide_id,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,first_congress,last_congress,gaps,num_congress_periods,93_signatures_received,93_signatures_given,94_signatures_received,94_signatures_given,95_signatures_received,95_signatures_given,96_signatures_received,96_signatures_given,97_signatures_received,97_signatures_given,98_signatures_received,98_signatures_given,99_signatures_received,99_signatures_given,100_signatures_received,100_signatures_given,101_signatures_received,101_signatures_given,102_signatures_received,102_signatures_given,103_signatures_received,103_signatures_given,104_signatures_received,104_signatures_given,105_signatures_received,105_signatures_given,106_signatures_received,106_signatures_given,107_signatures_received,107_signatures_given,108_signatures_received,108_signatures_given,109_signatures_received,109_signatures_given,110_signatures_received,110_signatures_given,111_signatures_received,111_signatures_given,112_signatures_received,112_signatures_given,113_signatures_received,113_signatures_given,114_signatures_received,114_signatures_given,115_signatures_received,115_signatures_given,AMOUNT,AMOUNT_normalized,115_signatures_received_normalized,115_signatures_given_normalized,in_congress_last_five_periods,importance,supported_D,supported_R,supported_OTHER
616,"Kaptur, Marcy",Democrat,OH,616.0,K000009,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,98,115,False,18,,,,,,,,,,,233.0,716.0,413.0,986.0,426.0,818.0,807.0,781.0,622.0,749.0,150.0,312.0,209.0,209.0,167.0,274.0,193.0,367.0,385.0,420.0,127.0,419.0,142.0,362.0,132.0,440.0,357.0,437.0,226.0,277.0,177.0,323.0,214.0,475.0,342.0,526.0,9159224.639999999,0.5339105996698826,0.2024866785079929,0.3813682678311499,1.0,0.7669552998349414,341,120,0
617,"Karth, Joseph E.",Democrat,MN,617.0,K000014,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,37.0,70.0,111.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
618,"Kasich, John R.",Republican,OH,618.0,K000016,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,98,106,False,9,,,,,,,,,,,265.0,351.0,67.0,291.0,273.0,273.0,8.0,287.0,2.0,265.0,60.0,288.0,33.0,74.0,247.0,103.0,100.0,115.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
619,"Kasten, Robert W., Jr.",Republican,WI,619.0,K000019,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,95,False,2,,,5.0,84.0,74.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
620,"Kastenmeier, Robert W.",Democrat,WI,620.0,K000020,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,101,False,9,149.0,86.0,557.0,110.0,395.0,117.0,174.0,150.0,486.0,172.0,621.0,253.0,455.0,337.0,929.0,373.0,301.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
621,"Kazen, Abraham, Jr.",Democrat,TX,621.0,K000025,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,98,False,6,2.0,29.0,2.0,32.0,6.0,59.0,8.0,78.0,1.0,108.0,69.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
622,"Keating, William J.",Republican,OH,622.0,K000037,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,183.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
623,"Kelly, Richard",Republican,FL,623.0,K000077,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,96,False,3,,,2.0,83.0,88.0,96.0,1.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
624,"Kelly, Sue W.",Republican,NY,624.0,K000078,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,104,109,False,6,,,,,,,,,,,,,,,,,,,,,,,76.0,219.0,226.0,400.0,644.0,505.0,710.0,308.0,623.0,248.0,1093.0,270.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
625,"Kemp, Jack",Republican,NY,625.0,K000086,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,114.0,270.0,633.0,184.0,776.0,265.0,549.0,255.0,506.0,243.0,1359.0,293.0,180.0,285.0,180.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
626,"Kennedy, Joseph P., II",Democrat,MA,626.0,K000110,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,100,105,False,6,,,,,,,,,,,,,,,327.0,363.0,1134.0,461.0,738.0,375.0,982.0,244.0,259.0,180.0,590.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
627,"Kennedy, Patrick J.",Democrat,RI,627.0,K000113,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,104,111,False,8,,,,,,,,,,,,,,,,,,,,,,,182.0,118.0,149.0,340.0,284.0,450.0,272.0,358.0,545.0,363.0,424.0,379.0,899.0,500.0,589.0,468.0,,,,,,,,,,,,,0.25,,0,0,0
628,"Kennelly, Barbara B.",Democrat,CT,628.0,K000118,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,97,105,False,9,,,,,,,,,145.0,161.0,292.0,374.0,227.0,344.0,254.0,326.0,764.0,348.0,1142.0,309.0,676.0,228.0,484.0,139.0,992.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
629,"Ketchum, William M.",Republican,CA,629.0,K000153,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,212.0,234.0,281.0,241.0,192.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
630,"Keys, Martha E.",Democrat,KS,630.0,K000162,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,95,False,2,,,60.0,216.0,255.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
631,"Kildee, Dale E.",Democrat,MI,631.0,K000172,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,95,112,False,18,,,,,154.0,219.0,271.0,311.0,127.0,375.0,269.0,425.0,471.0,429.0,603.0,482.0,559.0,475.0,532.0,417.0,673.0,292.0,73.0,137.0,292.0,251.0,462.0,315.0,337.0,589.0,439.0,574.0,226.0,538.0,397.0,447.0,493.0,505.0,139.0,290.0,,,,,,,,,,,0.5,,0,0,0
632,"Kim, Jay",Republican,CA,632.0,K000181,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,103,105,False,3,,,,,,,,,,,,,,,,,,,,,85.0,261.0,118.0,162.0,19.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
633,"Kindness, Thomas N.",Republican,OH,633.0,K000190,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,99,False,6,,,9.0,170.0,83.0,325.0,115.0,290.0,58.0,247.0,266.0,442.0,263.0,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
634,"King, Carleton J.",Republican,NY,634.0,K000195,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
635,"King, Peter T.",Republican,NY,635.0,K000210,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,103,115,False,13,,,,,,,,,,,,,,,,,,,,,259.0,391.0,219.0,201.0,255.0,263.0,129.0,293.0,1258.0,315.0,1253.0,253.0,926.0,268.0,1170.0,371.0,1014.0,365.0,689.0,324.0,510.0,376.0,790.0,387.0,467.0,414.0,8722168.83,0.5081448653878663,0.2764949674363529,0.29985443959243085,1.0,0.7540724326939332,132,234,0
636,"Kingston, Jack",Republican,GA,636.0,K000220,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,103,113,False,11,,,,,,,,,,,,,,,,,,,,,2.0,296.0,0.0,131.0,24.0,129.0,125.0,167.0,50.0,191.0,203.0,201.0,136.0,171.0,306.0,232.0,463.0,264.0,44.0,211.0,32.0,201.0,,,,,,,,,0.75,,0,0,0
637,"Kleczka, Gerald D.",Democrat,WI,637.0,K000259,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,98,108,False,11,,,,,,,,,,,0.0,50.0,456.0,298.0,232.0,270.0,425.0,375.0,140.0,313.0,44.0,234.0,118.0,175.0,190.0,249.0,345.0,250.0,122.0,244.0,204.0,206.0,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
638,"Klein, Herbert C.",Democrat,NJ,638.0,K000262,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,103,103,False,1,,,,,,,,,,,,,,,,,,,,,567.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
639,"Klink, Ron",Democrat,PA,639.0,K000270,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,103,106,False,4,,,,,,,,,,,,,,,,,,,,,117.0,206.0,72.0,130.0,319.0,163.0,123.0,304.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
640,"Kluczynski, John C.",Democrat,IL,640.0,K000273,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,38.0,48.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
641,"Klug, Scott L.",Republican,WI,641.0,K000274,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,102,105,False,4,,,,,,,,,,,,,,,,,,,35.0,449.0,190.0,319.0,389.0,222.0,116.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
642,"Knollenberg, Joe",Republican,MI,642.0,K000288,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,103,110,False,8,,,,,,,,,,,,,,,,,,,,,144.0,278.0,73.0,206.0,393.0,154.0,216.0,159.0,156.0,125.0,258.0,97.0,322.0,71.0,189.0,161.0,,,,,,,,,,,,,,,0.0,,0,0,0
643,"Koch, Edward I.",Democrat,NY,643.0,K000302,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,1060.0,285.0,2265.0,524.0,1173.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
644,"Kogovsek, Ray",Democrat,CO,644.0,K000304,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,98,False,3,,,,,,,61.0,259.0,34.0,382.0,144.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
645,"Kolbe, Jim",Republican,AZ,645.0,K000306,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,99,109,False,11,,,,,,,,,,,,,259.0,291.0,418.0,297.0,167.0,266.0,318.0,232.0,365.0,173.0,125.0,124.0,76.0,145.0,178.0,250.0,194.0,173.0,185.0,140.0,160.0,114.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
646,"Kolter, Joseph P.",Democrat,PA,646.0,K000307,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98,102,False,5,,,,,,,,,,,65.0,333.0,57.0,739.0,470.0,670.0,210.0,656.0,73.0,553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
647,"Konnyu, Ernest L.",Republican,CA,647.0,K000309,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,False,1,,,,,,,,,,,,,,,106.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
648,"Kopetski, Mike",Democrat,OR,648.0,K000312,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,102,103,False,2,,,,,,,,,,,,,,,,,,,150.0,627.0,915.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
649,"Kostmayer, Peter H.",Democrat,PA,649.0,K000319,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,95,102,False,7,,,,,106.0,265.0,51.0,156.0,,,103.0,387.0,508.0,542.0,124.0,520.0,364.0,520.0,619.0,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
650,"Kramer, Ken",Republican,CO,650.0,K000322,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,99,False,4,,,,,,,67.0,213.0,82.0,234.0,157.0,171.0,288.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
651,"Krebs, John H.",Democrat,CA,651.0,K000325,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,95,False,2,,,157.0,215.0,248.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
652,"Kreidler, Mike",Democrat,WA,652.0,K000328,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,103,103,False,1,,,,,,,,,,,,,,,,,,,,,723.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
653,"Krueger, Robert C.",Democrat,TX,653.0,K000333,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,95,False,2,,,72.0,80.0,64.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
654,"Kuykendall, Dan H.",Republican,TN,654.0,K000348,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,28.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
655,"Kyl, Jon",Republican,AZ,655.0,K000352,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,103,False,4,,,,,,,,,,,,,,,29.0,128.0,40.0,209.0,245.0,313.0,238.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
656,"Kyros, Peter N.",Democrat,ME,656.0,K000356,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,204.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
657,"LaFalce, John J.",Democrat,NY,657.0,L000556,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,94,107,False,14,,,104.0,252.0,177.0,305.0,604.0,335.0,940.0,359.0,469.0,381.0,109.0,380.0,427.0,337.0,951.0,315.0,623.0,481.0,234.0,303.0,92.0,170.0,226.0,264.0,558.0,340.0,451.0,241.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
658,"Lagomarsino, Robert J.",Republican,CA,658.0,L000020,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,93,102,False,10,2.0,55.0,29.0,232.0,61.0,467.0,104.0,684.0,313.0,539.0,83.0,594.0,141.0,819.0,370.0,1071.0,513.0,946.0,776.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
659,"LaHood, Ray",Republican,IL,659.0,L000552,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,104,110,False,7,,,,,,,,,,,,,,,,,,,,,,,50.0,186.0,224.0,185.0,151.0,315.0,24.0,291.0,83.0,274.0,417.0,276.0,23.0,273.0,,,,,,,,,,,,,,,0.0,,0,0,0
660,"Lancaster, H. Martin",Democrat,NC,660.0,L000045,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,103,False,4,,,,,,,,,,,,,,,172.0,590.0,141.0,752.0,38.0,749.0,94.0,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
661,"Landgrebe, Earl F.",Republican,IN,661.0,L000049,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,93,False,1,112.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
662,"Landrum, Phil M.",Democrat,GA,662.0,L000054,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,94,False,2,21.0,20.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
663,"Lantos, Tom",Democrat,CA,663.0,L000090,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,97,110,False,14,,,,,,,,,511.0,358.0,1067.0,537.0,510.0,509.0,609.0,528.0,897.0,486.0,320.0,415.0,594.0,295.0,294.0,185.0,726.0,352.0,729.0,537.0,749.0,647.0,727.0,618.0,744.0,655.0,705.0,366.0,,,,,,,,,,,,,,,0.0,,0,0,0
664,"Largent, Steve",Republican,OK,664.0,L000096,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,104,107,False,4,,,,,,,,,,,,,,,,,,,,,,,153.0,172.0,248.0,185.0,351.0,252.0,150.0,120.0,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
665,"LaRocco, Larry",Democrat,ID,665.0,L000098,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,102,103,False,2,,,,,,,,,,,,,,,,,,,319.0,184.0,224.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
666,"Latham, Tom",Republican,IA,666.0,L000111,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,104,113,False,10,,,,,,,,,,,,,,,,,,,,,,,43.0,104.0,69.0,140.0,64.0,159.0,38.0,121.0,45.0,120.0,446.0,156.0,215.0,279.0,148.0,299.0,371.0,288.0,347.0,258.0,,,,,,,,,0.75,,0,0,0
667,"LaTourette, Steven C.",Republican,OH,667.0,L000553,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,104,112,False,9,,,,,,,,,,,,,,,,,,,,,,,86.0,172.0,504.0,208.0,423.0,352.0,66.0,340.0,89.0,281.0,134.0,171.0,153.0,307.0,163.0,302.0,19.0,215.0,,,,,,,,,,,0.5,,0,0,0
668,"Latta, Delbert L.",Republican,OH,668.0,L000116,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,100,False,8,5.0,38.0,1.0,56.0,22.0,56.0,181.0,68.0,23.0,80.0,160.0,109.0,419.0,139.0,11.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
669,"Laughlin, Greg",Democrat,TX,669.0,L000119,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,101,104,False,4,,,,,,,,,,,,,,,,,53.0,209.0,529.0,173.0,127.0,160.0,34.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
670,"Lazio, Rick",Republican,NY,670.0,L000155,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,103,106,False,4,,,,,,,,,,,,,,,,,,,,,91.0,211.0,145.0,104.0,636.0,161.0,1354.0,178.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
671,"Leach, Claude (Buddy), Jr.",Democrat,LA,671.0,L000167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,96,False,1,,,,,,,0.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
672,"Leach, James A.",Republican,IA,672.0,L000169,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,95,109,False,15,,,,,185.0,189.0,173.0,219.0,344.0,237.0,123.0,296.0,247.0,287.0,72.0,258.0,47.0,260.0,165.0,260.0,28.0,207.0,16.0,142.0,454.0,178.0,545.0,227.0,332.0,258.0,520.0,252.0,277.0,284.0,,,,,,,,,,,,,,,,,0.0,,0,0,0
673,"Leath, Marvin",Democrat,TX,673.0,L000180,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,101,False,6,,,,,,,0.0,117.0,257.0,124.0,133.0,142.0,233.0,125.0,286.0,166.0,48.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
674,"LeBoutillier, John",Republican,NY,674.0,L000547,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97,97,False,1,,,,,,,,,121.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
675,"Lederer, Raymond F.",Democrat,PA,675.0,L000187,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,97,False,3,,,,,111.0,183.0,67.0,308.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
676,"Lee, Gary A.",Republican,NY,676.0,L000192,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,97,False,2,,,,,,,0.0,249.0,461.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
677,"LeFante, Joseph A.",Democrat,NJ,677.0,L000561,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,95,False,1,,,,,25.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
678,"Leggett, Robert L.",Democrat,CA,678.0,L000221,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,95,False,3,72.0,274.0,83.0,164.0,247.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
679,"Lehman, Richard H.",Democrat,CA,679.0,L000225,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,98,103,False,6,,,,,,,,,,,178.0,207.0,359.0,283.0,593.0,331.0,872.0,266.0,113.0,253.0,684.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
680,"Lehman, William",Democrat,FL,680.0,L000226,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,93,102,False,10,315.0,331.0,117.0,251.0,165.0,285.0,75.0,236.0,125.0,352.0,221.0,428.0,146.0,463.0,51.0,448.0,730.0,464.0,354.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
681,"Leland, Mickey",Democrat,TX,681.0,L000237,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,101,False,6,,,,,,,2.0,181.0,68.0,188.0,282.0,708.0,1651.0,659.0,1301.0,562.0,963.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
682,"Lent, Norman F.",Republican,NY,682.0,L000243,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,93,102,False,10,103.0,143.0,66.0,192.0,33.0,308.0,49.0,208.0,19.0,247.0,167.0,296.0,147.0,290.0,148.0,267.0,115.0,357.0,121.0,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0,0
683,"Levin, Sander M.",Democrat,MI,683.0,L000263,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,98,115,False,18,,,,,,,,,,,162.0,564.0,769.0,591.0,286.0,610.0,273.0,423.0,455.0,315.0,300.0,181.0,181.0,114.0,317.0,180.0,380.0,223.0,246.0,266.0,377.0,277.0,133.0,250.0,442.0,262.0,329.0,246.0,548.0,208.0,323.0,253.0,207.0,315.0,174.0,213.0,7576364.189999999,0.4405962887121747,0.10301953818827708,0.15356622998544395,1.0,0.7202981443560874,142,48,0
